,class_cat,seq_name,class_id,qp,msr,IDF1,IDP,IDR,Rcll,Prcn,GT,MT,PT,ML,FP,FN,IDs,FM,MOTA,MOTP,IDt,IDa,IDm,num_matches,num_detections,num_objects,num_predictions,idtp,idfp,idfn
305,ClassC,RaceHorsesC,0,38,16,68.1,82.8,57.8,69.1,99.2,7,3,2,2,4,235,6,9,67.8,0.14,0,6,0,519,525,760,529,439.0,91.0,321.0
306,ClassC,RaceHorsesC,17,38,16,46.2,69.3,34.4,48.7,99.8,6,0,5,1,1,444,11,24,47.3,0.133,1,10,0,411,422,866,423,298.0,132.0,568.0
307,ClassC,RaceHorsesC,all,38,16,56.8,76.0,45.1,58.4,99.2,13,3,7,3,8,677,21,36,56.6,0.137,3,18,0,928,949,1626,957,733.0,232.0,893.0
302,ClassC,RaceHorsesC,0,38,32,65.4,79.0,55.8,69.9,99.1,7,3,2,2,5,229,5,10,68.6,0.14,0,5,0,526,531,760,536,424.0,113.0,336.0
303,ClassC,RaceHorsesC,17,38,32,48.2,69.8,36.5,50.5,98.0,6,0,5,1,9,429,11,27,48.2,0.13,3,9,1,426,437,866,446,316.0,137.0,550.0
304,ClassC,RaceHorsesC,all,38,32,56.7,74.5,45.5,59.5,98.3,13,3,7,3,17,658,16,37,57.5,0.136,3,14,1,952,968,1626,985,740.0,253.0,886.0
305,ClassC,RaceHorsesC,0,38,64,77.6,92.4,66.8,71.4,98.9,7,3,2,2,6,217,4,11,70.1,0.152,0,4,0,539,543,760,549,508.0,42.0,252.0
306,ClassC,RaceHorsesC,17,38,64,45.9,68.7,34.2,48.2,98.3,6,0,5,1,7,449,10,28,46.2,0.129,1,10,1,407,417,866,424,296.0,135.0,570.0
307,ClassC,RaceHorsesC,all,38,64,61.8,81.9,49.4,59.0,98.5,13,3,7,3,15,667,16,41,57.1,0.144,3,14,1,943,959,1626,974,804.0,178.0,822.0
308,ClassC,RaceHorsesC,0,42,8,51.9,76.9,39.1,50.1,99.0,7,1,3,3,4,379,10,15,48.3,0.164,0,10,0,371,381,760,385,297.0,89.0,463.0
309,ClassC,RaceHorsesC,17,42,8,39.7,71.0,27.4,37.2,98.5,6,0,5,1,5,544,8,24,35.7,0.139,1,7,0,314,322,866,327,237.0,97.0,629.0
310,ClassC,RaceHorsesC,all,42,8,45.7,74.3,32.8,43.2,98.7,13,1,8,4,9,924,18,39,41.5,0.152,1,17,0,684,702,1626,711,534.0,185.0,1092.0
311,ClassC,RaceHorsesC,0,42,16,45.4,61.6,35.9,57.8,99.3,7,1,3,3,3,321,12,21,55.8,0.16,0,12,0,427,439,760,442,273.0,170.0,487.0
312,ClassC,RaceHorsesC,17,42,16,42.8,79.9,29.0,35.1,99.0,6,0,5,1,3,562,6,26,34.1,0.145,3,4,1,298,304,866,307,251.0,63.0,615.0
313,ClassC,RaceHorsesC,all,42,16,42.0,65.7,30.7,45.8,99.1,13,1,8,4,7,882,18,46,44.2,0.154,3,16,1,726,744,1626,751,499.0,260.0,1127.0
308,ClassC,RaceHorsesC,0,42,32,50.4,70.0,39.3,55.4,98.8,7,1,4,2,5,339,6,12,53.9,0.159,0,6,0,415,421,760,426,299.0,128.0,461.0
309,ClassC,RaceHorsesC,17,42,32,37.6,64.9,26.2,38.9,98.3,6,0,5,1,6,529,9,29,37.2,0.15,2,7,0,328,337,866,343,227.0,123.0,639.0
310,ClassC,RaceHorsesC,all,42,32,41.8,64.2,30.9,46.9,98.6,13,1,9,3,11,863,16,41,45.3,0.155,2,14,0,747,763,1626,774,502.0,280.0,1124.0
311,ClassC,RaceHorsesC,0,42,64,52.7,73.7,40.9,55.1,99.5,7,1,4,2,2,341,8,14,53.8,0.157,0,8,0,411,419,760,421,311.0,111.0,449.0
312,ClassC,RaceHorsesC,17,42,64,41.3,78.5,27.8,34.1,98.3,6,0,4,2,5,571,8,22,32.6,0.138,1,7,0,287,295,866,300,241.0,66.0,625.0
313,ClassC,RaceHorsesC,all,42,64,47.2,75.9,34.1,44.0,99.0,13,1,8,4,7,911,16,36,42.6,0.149,1,15,0,699,715,1626,722,554.0,176.0,1072.0
314,ClassC,RaceHorsesC,0,46,8,35.9,76.4,23.4,30.5,100.0,7,1,3,3,0,528,9,15,29.3,0.17,0,9,0,223,232,760,232,178.0,55.0,582.0
315,ClassC,RaceHorsesC,17,46,8,22.1,75.5,12.8,16.2,100.0,6,0,1,5,0,726,7,12,15.4,0.145,0,7,0,133,140,866,140,111.0,36.0,755.0
316,ClassC,RaceHorsesC,all,46,8,27.5,71.3,17.0,23.3,100.0,13,1,4,8,0,1247,19,28,22.1,0.164,1,18,0,360,379,1626,379,276.0,111.0,1350.0
317,ClassC,RaceHorsesC,0,46,16,39.1,77.6,26.1,33.4,100.0,7,1,2,4,0,506,9,9,32.2,0.194,0,9,0,245,254,760,254,198.0,57.0,562.0
318,ClassC,RaceHorsesC,17,46,16,19.5,68.1,11.3,15.8,100.0,6,0,1,5,0,729,7,10,15.0,0.156,0,7,0,130,137,866,137,98.0,46.0,768.0
319,ClassC,RaceHorsesC,all,46,16,29.1,71.0,18.2,25.0,99.5,13,1,3,9,2,1219,18,23,23.8,0.181,0,18,0,389,407,1626,409,296.0,121.0,1330.0
314,ClassC,RaceHorsesC,0,46,32,34.6,66.8,23.3,34.2,98.5,7,1,3,3,4,500,13,14,32.0,0.167,0,13,0,247,260,760,264,177.0,88.0,583.0
315,ClassC,RaceHorsesC,17,46,32,17.1,58.1,9.9,16.3,100.0,6,0,1,5,0,725,8,10,15.4,0.147,0,8,0,133,141,866,141,86.0,62.0,780.0
316,ClassC,RaceHorsesC,all,46,32,25.8,61.5,16.2,25.7,99.3,13,1,4,8,3,1208,22,26,24.2,0.162,1,21,0,396,418,1626,421,264.0,165.0,1362.0
317,ClassC,RaceHorsesC,0,46,64,36.6,76.2,24.1,31.1,98.7,7,0,4,3,3,524,8,13,29.6,0.178,0,8,0,228,236,760,239,183.0,57.0,577.0
318,ClassC,RaceHorsesC,17,46,64,17.7,53.8,10.5,18.7,100.0,6,0,1,5,0,704,15,19,17.0,0.172,0,15,0,147,162,866,162,91.0,78.0,775.0
319,ClassC,RaceHorsesC,all,46,64,26.9,64.4,16.9,25.6,99.5,13,0,5,8,2,1209,23,32,24.1,0.177,2,22,1,394,417,1626,419,275.0,152.0,1351.0
320,ClassD,BasketballPass,0,18,8,37.3,41.6,33.6,77.5,96.5,8,2,5,1,62,493,49,71,72.4,0.183,9,40,0,1649,1698,2191,1760,736.0,1033.0,1455.0
321,ClassD,BasketballPass,32,18,8,12.2,19.1,9.0,46.2,98.4,4,0,1,3,3,215,12,16,42.5,0.211,0,12,0,173,185,400,188,36.0,152.0,364.0
322,ClassD,BasketballPass,56,18,8,24.0,88.2,13.9,13.9,88.2,6,0,1,5,2,93,0,2,12.0,0.289,0,0,0,15,15,108,17,15.0,2.0,93.0
323,ClassD,BasketballPass,all,18,8,33.7,39.8,29.1,70.2,96.6,18,2,7,9,67,803,62,90,65.5,0.186,9,53,0,1834,1896,2699,1963,785.0,1187.0,1914.0
324,ClassD,BasketballPass,0,18,16,35.3,39.4,31.9,78.1,97.1,8,2,5,1,52,479,52,68,73.4,0.182,11,40,0,1660,1712,2191,1764,699.0,1074.0,1492.0
325,ClassD,BasketballPass,32,18,16,14.5,23.5,10.5,44.2,98.9,4,0,1,3,2,223,11,16,41.0,0.212,0,11,0,166,177,400,179,42.0,137.0,358.0
326,ClassD,BasketballPass,56,18,16,22.9,65.2,13.9,14.8,69.6,6,0,2,4,7,92,1,2,7.4,0.307,0,1,0,15,16,108,23,15.0,8.0,93.0
327,ClassD,BasketballPass,all,18,16,32.4,38.3,28.0,70.5,96.9,18,2,8,8,61,797,65,87,65.8,0.186,11,53,0,1837,1902,2699,1963,756.0,1216.0,1943.0
320,ClassD,BasketballPass,0,18,32,36.3,40.3,32.8,78.6,97.1,8,3,4,1,51,468,50,67,74.0,0.181,11,38,0,1673,1723,2191,1774,719.0,1064.0,1472.0
321,ClassD,BasketballPass,32,18,32,11.6,18.4,8.5,45.8,98.9,4,0,1,3,2,217,13,16,42.0,0.211,0,13,0,170,183,400,185,34.0,151.0,366.0
322,ClassD,BasketballPass,56,18,32,27.9,85.7,16.7,16.7,85.7,6,0,3,3,3,90,0,1,13.9,0.275,0,0,0,18,18,108,21,18.0,3.0,90.0
323,ClassD,BasketballPass,all,18,32,33.0,38.8,28.6,71.2,97.2,18,3,8,7,56,778,64,85,66.7,0.185,11,52,0,1857,1921,2699,1977,771.0,1215.0,1928.0
324,ClassD,BasketballPass,0,18,64,33.9,37.4,30.9,79.6,96.9,8,4,3,1,56,447,52,73,74.7,0.184,15,37,0,1692,1744,2191,1800,677.0,1132.0,1514.0
325,ClassD,BasketballPass,32,18,64,11.8,18.1,8.8,47.5,98.4,4,0,1,3,3,210,11,13,44.0,0.216,0,11,0,179,190,400,193,35.0,158.0,365.0
326,ClassD,BasketballPass,56,18,64,21.5,63.6,13.0,13.9,68.2,6,0,1,5,7,93,2,3,5.6,0.276,0,1,0,13,15,108,22,14.0,8.0,94.0
327,ClassD,BasketballPass,all,18,64,30.9,36.0,27.0,72.2,96.7,18,4,5,9,66,749,66,90,67.4,0.188,15,50,0,1884,1950,2699,2016,728.0,1297.0,1971.0
328,ClassD,BasketballPass,0,22,8,36.5,40.3,33.3,79.4,96.7,8,3,4,1,59,451,49,64,74.5,0.182,11,38,0,1691,1740,2191,1799,729.0,1079.0,1462.0
329,ClassD,BasketballPass,32,22,8,11.9,20.0,8.5,41.8,98.2,4,0,1,3,3,233,11,14,38.2,0.213,0,11,0,156,167,400,170,34.0,136.0,366.0
330,ClassD,BasketballPass,56,22,8,40.6,93.3,25.9,25.9,93.3,6,0,3,3,2,80,0,2,24.1,0.288,0,0,0,28,28,108,30,28.0,2.0,80.0
331,ClassD,BasketballPass,all,22,8,33.6,39.3,29.3,71.9,96.8,18,3,8,7,64,759,60,80,67.3,0.186,11,49,0,1880,1940,2699,2004,791.0,1222.0,1908.0
332,ClassD,BasketballPass,0,22,16,36.8,41.2,33.1,78.1,97.7,8,3,4,1,41,480,51,69,73.9,0.18,9,41,0,1660,1711,2191,1752,725.0,1036.0,1466.0
333,ClassD,BasketballPass,32,22,16,14.5,24.6,10.2,41.0,98.2,4,0,1,3,3,236,12,15,37.3,0.207,0,12,0,152,164,400,167,41.0,126.0,359.0
334,ClassD,BasketballPass,56,22,16,23.9,61.5,14.8,14.8,61.5,6,0,2,4,10,92,0,2,5.6,0.208,0,0,0,16,16,108,26,16.0,10.0,92.0
335,ClassD,BasketballPass,all,22,16,33.7,40.0,29.0,70.1,97.2,18,3,7,8,54,808,63,86,65.7,0.183,9,53,0,1828,1891,2699,1945,782.0,1172.0,1917.0
328,ClassD,BasketballPass,0,22,32,36.5,40.5,33.1,78.9,97.1,8,3,4,1,51,462,49,67,74.3,0.181,10,39,0,1680,1729,2191,1780,725.0,1064.0,1466.0
329,ClassD,BasketballPass,32,22,32,15.0,26.2,10.5,39.2,98.1,4,0,1,3,3,243,13,17,35.2,0.204,0,13,0,144,157,400,160,42.0,118.0,358.0
330,ClassD,BasketballPass,56,22,32,41.7,93.5,26.9,26.9,93.5,6,0,3,3,2,79,0,1,25.0,0.214,0,0,0,29,29,108,31,29.0,2.0,79.0
331,ClassD,BasketballPass,all,22,32,34.1,40.3,29.5,70.8,97.2,18,3,8,7,56,789,63,86,66.4,0.183,10,53,0,1847,1910,2699,1966,796.0,1179.0,1903.0
332,ClassD,BasketballPass,0,22,64,36.6,40.7,33.1,78.3,96.7,8,2,5,1,59,476,50,72,73.3,0.178,12,38,0,1665,1715,2191,1774,725.0,1058.0,1466.0
333,ClassD,BasketballPass,32,22,64,14.6,25.5,10.2,39.8,98.8,4,0,1,3,2,241,10,17,36.8,0.213,0,10,0,149,159,400,161,41.0,120.0,359.0
334,ClassD,BasketballPass,56,22,64,12.8,47.1,7.4,8.3,52.9,6,0,1,5,8,99,1,1,0.0,0.398,0,1,0,8,9,108,17,8.0,9.0,100.0
335,ClassD,BasketballPass,all,22,64,33.3,39.4,28.7,69.8,96.5,18,2,7,9,69,815,61,90,65.0,0.182,12,49,0,1823,1884,2699,1953,774.0,1188.0,1925.0
336,ClassD,BasketballPass,0,26,8,37.3,41.9,33.5,77.0,96.8,8,2,5,1,55,505,47,63,72.3,0.177,6,41,0,1639,1686,2191,1741,734.0,1016.0,1457.0
337,ClassD,BasketballPass,32,26,8,16.2,35.3,10.5,29.0,97.5,4,0,1,3,3,284,7,11,26.5,0.203,0,7,0,109,116,400,119,42.0,77.0,358.0
338,ClassD,BasketballPass,56,26,8,3.5,33.3,1.9,1.9,33.3,6,0,0,6,4,106,0,0,-1.9,0.403,0,0,0,2,2,108,6,2.0,4.0,106.0
339,ClassD,BasketballPass,all,26,8,34.1,41.5,28.8,66.8,96.7,18,2,6,10,62,897,55,75,62.4,0.178,6,49,0,1747,1802,2699,1864,778.0,1095.0,1921.0
340,ClassD,BasketballPass,0,26,16,36.3,40.8,32.5,77.6,97.8,8,1,6,1,39,491,49,64,73.6,0.179,8,41,0,1651,1700,2191,1739,713.0,1035.0,1478.0
341,ClassD,BasketballPass,32,26,16,17.6,40.2,11.2,27.5,98.2,4,0,1,3,2,290,7,10,25.2,0.193,0,7,0,103,110,400,112,45.0,67.0,355.0
342,ClassD,BasketballPass,56,26,16,33.3,91.7,20.4,20.4,91.7,6,0,2,4,2,86,0,1,18.5,0.156,0,0,0,22,22,108,24,22.0,2.0,86.0
343,ClassD,BasketballPass,all,26,16,34.1,41.4,28.9,67.9,97.7,18,1,9,8,43,866,56,75,64.2,0.18,8,48,0,1777,1833,2699,1876,780.0,1105.0,1919.0
336,ClassD,BasketballPass,0,26,32,37.3,42.0,33.4,76.7,97.1,8,2,5,1,51,510,47,63,72.3,0.178,7,40,0,1634,1681,2191,1732,731.0,1010.0,1460.0
337,ClassD,BasketballPass,32,26,32,18.1,39.8,11.8,29.0,98.3,4,0,1,3,2,284,8,11,26.5,0.195,0,8,0,108,116,400,118,47.0,71.0,353.0
338,ClassD,BasketballPass,56,26,32,16.5,76.9,9.3,10.2,84.6,6,0,1,5,2,97,2,2,6.5,0.272,0,1,0,9,11,108,13,10.0,3.0,98.0
339,ClassD,BasketballPass,all,26,32,34.6,42.1,29.2,66.9,97.0,18,2,7,9,55,893,57,76,62.8,0.179,7,49,0,1749,1806,2699,1861,788.0,1082.0,1911.0
340,ClassD,BasketballPass,0,26,64,36.9,41.3,33.2,78.0,97.6,8,2,5,1,42,483,48,62,73.8,0.178,6,42,0,1660,1708,2191,1750,727.0,1032.0,1464.0
341,ClassD,BasketballPass,32,26,64,17.5,39.5,11.2,28.0,98.2,4,0,1,3,2,288,10,13,25.0,0.196,0,10,0,102,112,400,114,45.0,69.0,355.0
342,ClassD,BasketballPass,56,26,64,28.1,90.0,16.7,16.7,90.0,6,0,2,4,2,90,0,1,14.8,0.196,0,0,0,18,18,108,20,18.0,2.0,90.0
343,ClassD,BasketballPass,all,26,64,34.5,41.8,29.3,68.0,97.6,18,2,8,8,46,863,59,77,64.1,0.179,6,53,0,1777,1836,2699,1882,790.0,1101.0,1909.0
344,ClassD,BasketballPass,0,30,8,36.9,41.9,32.8,75.4,96.8,8,1,6,1,55,540,49,63,70.6,0.175,10,38,0,1602,1651,2191,1706,719.0,996.0,1472.0
345,ClassD,BasketballPass,32,30,8,18.1,46.4,11.2,23.8,97.9,4,0,1,3,2,305,6,9,21.8,0.201,0,6,0,89,95,400,97,45.0,52.0,355.0
346,ClassD,BasketballPass,56,30,8,10.3,75.0,5.6,5.6,75.0,6,0,0,6,2,102,0,0,3.7,0.182,0,0,0,6,6,108,8,6.0,2.0,102.0
347,ClassD,BasketballPass,all,30,8,34.2,42.3,28.5,64.9,96.7,18,1,7,10,59,948,56,73,60.6,0.177,10,45,0,1695,1751,2699,1810,770.0,1049.0,1929.0
348,ClassD,BasketballPass,0,30,16,37.0,42.2,32.8,75.3,97.4,8,1,6,1,44,541,46,65,71.2,0.175,8,38,0,1604,1650,2191,1694,718.0,985.0,1473.0
349,ClassD,BasketballPass,32,30,16,16.7,44.6,10.2,23.0,100.0,4,0,1,3,0,308,6,6,21.5,0.199,0,6,0,86,92,400,92,41.0,51.0,359.0
350,ClassD,BasketballPass,56,30,16,10.3,75.0,5.6,5.6,75.0,6,0,1,5,2,102,0,1,3.7,0.207,0,0,0,6,6,108,8,6.0,2.0,102.0
351,ClassD,BasketballPass,all,30,16,34.0,42.4,28.3,64.9,97.4,18,1,8,9,46,948,52,72,61.2,0.176,8,44,0,1699,1751,2699,1797,765.0,1041.0,1934.0
344,ClassD,BasketballPass,0,30,32,36.9,42.2,32.7,74.9,97.2,8,1,6,1,47,549,47,70,70.7,0.178,13,34,0,1595,1642,2191,1689,716.0,982.0,1475.0
345,ClassD,BasketballPass,32,30,32,17.7,45.4,11.0,23.8,97.9,4,0,1,3,2,305,6,8,21.8,0.191,0,6,0,89,95,400,97,44.0,53.0,356.0
346,ClassD,BasketballPass,56,30,32,21.1,86.7,12.0,12.0,86.7,6,0,1,5,2,95,0,1,10.2,0.224,0,0,0,13,13,108,15,13.0,2.0,95.0
347,ClassD,BasketballPass,all,30,32,34.3,42.6,28.6,64.9,97.2,18,1,8,9,51,946,53,79,61.1,0.179,13,40,0,1700,1753,2699,1804,773.0,1040.0,1926.0
348,ClassD,BasketballPass,0,30,64,36.0,40.6,32.3,77.0,97.3,8,2,5,1,46,503,46,62,72.8,0.177,9,37,0,1642,1688,2191,1734,707.0,1036.0,1484.0
349,ClassD,BasketballPass,32,30,64,14.4,40.2,8.8,21.8,100.0,4,0,1,3,0,313,6,8,20.2,0.193,0,6,0,81,87,400,87,35.0,52.0,365.0
350,ClassD,BasketballPass,56,30,64,5.4,100.0,2.8,2.8,100.0,6,0,0,6,0,105,0,0,2.8,0.328,0,0,0,3,3,108,3,3.0,0.0,105.0
351,ClassD,BasketballPass,all,30,64,33.0,40.7,27.6,65.8,97.5,18,2,6,10,46,922,53,71,62.2,0.178,9,44,0,1724,1777,2699,1823,745.0,1087.0,1954.0
352,ClassD,BasketballPass,0,34,8,35.5,41.6,30.9,72.4,97.9,8,1,6,1,34,605,49,62,68.6,0.178,7,43,1,1537,1586,2191,1620,677.0,952.0,1514.0
353,ClassD,BasketballPass,32,34,8,17.3,63.5,10.0,15.2,96.8,4,0,0,4,2,339,4,7,13.7,0.202,0,4,0,57,61,400,63,40.0,23.0,360.0
354,ClassD,BasketballPass,56,34,8,0.0,,0.0,0.0,,6,0,0,6,0,108,0,0,0.0,,0,0,0,0,0,108,0,0.0,0.0,108.0
355,ClassD,BasketballPass,all,34,8,32.7,42.3,26.5,61.0,97.9,18,1,6,11,36,1052,53,69,57.7,0.179,7,47,1,1594,1647,2699,1683,716.0,976.0,1983.0
356,ClassD,BasketballPass,0,34,16,36.8,43.0,32.0,72.6,97.9,8,1,6,1,34,601,42,55,69.1,0.178,5,38,1,1548,1590,2191,1624,702.0,931.0,1489.0
357,ClassD,BasketballPass,32,34,16,15.7,52.9,9.2,17.5,100.0,4,0,0,4,0,330,3,4,16.8,0.211,0,3,0,67,70,400,70,37.0,33.0,363.0
358,ClassD,BasketballPass,56,34,16,0.0,,0.0,0.0,,6,0,0,6,0,108,0,0,0.0,,0,0,0,0,0,108,0,0.0,0.0,108.0
359,ClassD,BasketballPass,all,34,16,33.6,43.4,27.4,61.5,98.0,18,1,6,11,34,1039,45,59,58.6,0.179,5,41,1,1615,1660,2699,1694,739.0,964.0,1960.0
352,ClassD,BasketballPass,0,34,32,38.0,44.6,33.0,71.9,97.6,8,1,6,1,38,616,45,64,68.1,0.178,3,42,0,1530,1575,2191,1613,723.0,899.0,1468.0
353,ClassD,BasketballPass,32,34,32,18.7,62.0,11.0,17.2,97.2,4,0,0,4,2,331,3,4,16.0,0.21,0,3,0,66,69,400,71,44.0,27.0,356.0
354,ClassD,BasketballPass,56,34,32,0.0,0.0,0.0,0.0,0.0,6,0,0,6,1,108,0,0,-0.9,,0,0,0,0,0,108,1,0.0,1.0,108.0
355,ClassD,BasketballPass,all,34,32,35.0,45.3,28.4,60.9,97.6,18,1,6,11,41,1055,48,68,57.6,0.179,3,45,0,1596,1644,2699,1685,767.0,927.0,1932.0
356,ClassD,BasketballPass,0,34,64,35.8,41.8,31.2,72.5,97.7,8,1,6,1,37,602,46,61,68.7,0.18,6,41,1,1543,1589,2191,1626,684.0,951.0,1507.0
357,ClassD,BasketballPass,32,34,64,18.3,70.0,10.5,15.0,100.0,4,0,0,4,0,340,3,4,14.2,0.207,0,3,0,57,60,400,60,42.0,18.0,358.0
358,ClassD,BasketballPass,56,34,64,0.0,,0.0,0.0,,6,0,0,6,0,108,0,0,0.0,,0,0,0,0,0,108,0,0.0,0.0,108.0
359,ClassD,BasketballPass,all,34,64,33.1,42.8,26.9,61.1,97.8,18,1,6,11,37,1050,49,65,57.9,0.181,6,44,1,1600,1649,2699,1686,726.0,969.0,1973.0
360,ClassD,BasketballPass,0,38,8,34.3,41.9,29.0,67.5,98.1,8,1,6,1,29,712,43,58,64.2,0.188,5,38,0,1436,1479,2191,1508,635.0,882.0,1556.0
361,ClassD,BasketballPass,32,38,8,13.2,76.3,7.2,9.5,100.0,4,0,0,4,0,362,2,4,9.0,0.197,0,2,0,36,38,400,38,29.0,9.0,371.0
362,ClassD,BasketballPass,56,38,8,0.0,,0.0,0.0,,6,0,0,6,0,108,0,0,0.0,,0,0,0,0,0,108,0,0.0,0.0,108.0
363,ClassD,BasketballPass,all,38,8,31.3,42.7,24.6,56.2,98.1,18,1,6,11,29,1181,45,62,53.5,0.188,5,40,0,1473,1518,2699,1547,664.0,892.0,2035.0
364,ClassD,BasketballPass,0,38,16,32.9,40.5,27.6,66.1,97.8,8,1,6,1,33,743,46,57,62.5,0.192,5,41,0,1402,1448,2191,1481,604.0,886.0,1587.0
365,ClassD,BasketballPass,32,38,16,15.5,87.2,8.5,9.8,100.0,4,0,0,4,0,361,1,2,9.5,0.179,0,1,0,38,39,400,39,34.0,5.0,366.0
366,ClassD,BasketballPass,56,38,16,0.0,,0.0,0.0,,6,0,0,6,0,108,0,0,0.0,,0,0,0,0,0,108,0,0.0,0.0,108.0
367,ClassD,BasketballPass,all,38,16,30.2,41.7,23.6,55.1,97.8,18,1,6,11,33,1211,47,59,52.2,0.192,5,42,0,1441,1488,2699,1521,638.0,892.0,2061.0
360,ClassD,BasketballPass,0,38,32,35.6,44.3,29.6,65.0,97.9,8,1,6,1,30,766,43,57,61.7,0.191,3,40,0,1382,1425,2191,1455,649.0,815.0,1542.0
361,ClassD,BasketballPass,32,38,32,12.9,82.4,7.0,8.5,100.0,4,0,0,4,0,366,1,1,8.3,0.207,0,1,0,33,34,400,34,28.0,6.0,372.0
362,ClassD,BasketballPass,56,38,32,0.0,,0.0,0.0,,6,0,0,6,0,108,0,0,0.0,,0,0,0,0,0,108,0,0.0,0.0,108.0
363,ClassD,BasketballPass,all,38,32,32.3,45.2,25.1,54.1,98.0,18,1,6,11,30,1240,44,58,51.3,0.192,3,41,0,1415,1459,2699,1489,677.0,821.0,2022.0
364,ClassD,BasketballPass,0,38,64,35.0,42.9,29.4,66.6,97.7,8,1,6,1,35,732,41,61,63.1,0.19,3,37,0,1418,1459,2191,1494,645.0,858.0,1546.0
365,ClassD,BasketballPass,32,38,64,13.8,83.3,7.5,9.0,100.0,4,0,0,4,0,364,1,3,8.8,0.183,0,1,0,35,36,400,36,30.0,6.0,370.0
366,ClassD,BasketballPass,56,38,64,0.0,,0.0,0.0,,6,0,0,6,0,108,0,0,0.0,,0,0,0,0,0,108,0,0.0,0.0,108.0
367,ClassD,BasketballPass,all,38,64,31.9,43.9,25.0,55.4,97.7,18,1,6,11,35,1204,42,64,52.5,0.19,3,38,0,1453,1495,2699,1530,675.0,864.0,2024.0
368,ClassD,BasketballPass,0,42,8,33.9,46.2,26.7,55.5,97.0,8,1,6,1,38,974,39,50,52.0,0.212,4,35,0,1178,1217,2191,1255,584.0,680.0,1607.0
369,ClassD,BasketballPass,32,42,8,2.5,100.0,1.2,1.2,100.0,4,0,0,4,0,395,0,2,1.2,0.189,0,0,0,5,5,400,5,5.0,0.0,395.0
370,ClassD,BasketballPass,56,42,8,0.0,,0.0,0.0,,6,0,0,6,0,108,0,0,0.0,,0,0,0,0,0,108,0,0.0,0.0,108.0
371,ClassD,BasketballPass,all,42,8,29.8,46.4,21.8,45.3,97.0,18,1,6,11,38,1477,39,52,42.4,0.212,4,35,0,1183,1222,2699,1260,589.0,680.0,2110.0
372,ClassD,BasketballPass,0,42,16,34.0,45.5,27.0,57.2,97.3,8,1,6,1,35,937,39,57,53.9,0.211,3,36,0,1215,1254,2191,1289,591.0,707.0,1600.0
373,ClassD,BasketballPass,32,42,16,2.0,57.1,1.0,1.8,100.0,4,0,0,4,0,393,1,3,1.5,0.178,0,1,0,6,7,400,7,4.0,3.0,396.0
374,ClassD,BasketballPass,56,42,16,0.0,,0.0,0.0,,6,0,0,6,0,108,0,0,0.0,,0,0,0,0,0,108,0,0.0,0.0,108.0
375,ClassD,BasketballPass,all,42,16,29.8,45.6,22.0,46.7,97.3,18,1,6,11,35,1438,40,60,43.9,0.211,3,37,0,1221,1261,2699,1296,595.0,710.0,2104.0
368,ClassD,BasketballPass,0,42,32,35.3,47.7,27.9,55.9,96.2,8,1,6,1,49,966,36,60,52.0,0.214,4,32,0,1189,1225,2191,1274,612.0,671.0,1579.0
369,ClassD,BasketballPass,32,42,32,3.4,63.6,1.8,2.8,100.0,4,0,0,4,0,389,1,3,2.5,0.199,0,1,0,10,11,400,11,7.0,4.0,393.0
370,ClassD,BasketballPass,56,42,32,0.0,,0.0,0.0,,6,0,0,6,0,108,0,0,0.0,,0,0,0,0,0,108,0,0.0,0.0,108.0
371,ClassD,BasketballPass,all,42,32,31.1,47.8,22.9,45.8,96.2,18,1,6,11,49,1463,37,63,42.6,0.214,4,33,0,1199,1236,2699,1285,619.0,675.0,2080.0
372,ClassD,BasketballPass,0,42,64,36.2,48.7,28.7,56.2,96.2,8,1,6,1,48,959,37,63,52.4,0.215,3,34,0,1195,1232,2191,1280,628.0,661.0,1563.0
373,ClassD,BasketballPass,32,42,64,2.4,55.6,1.2,2.2,100.0,4,0,0,4,0,391,1,3,2.0,0.174,0,1,0,8,9,400,9,5.0,4.0,395.0
374,ClassD,BasketballPass,56,42,64,0.0,,0.0,0.0,,6,0,0,6,0,108,0,0,0.0,,0,0,0,0,0,108,0,0.0,0.0,108.0
375,ClassD,BasketballPass,all,42,64,31.7,48.8,23.5,46.0,96.3,18,1,6,11,48,1458,38,66,42.8,0.215,3,35,0,1203,1241,2699,1289,633.0,665.0,2066.0
376,ClassD,BasketballPass,0,46,8,27.0,51.0,18.3,33.3,94.0,8,0,5,3,47,1461,26,44,30.0,0.228,2,25,1,704,730,2191,777,401.0,385.0,1790.0
377,ClassD,BasketballPass,32,46,8,0.0,,0.0,0.0,,4,0,0,4,0,400,0,0,0.0,,0,0,0,0,0,400,0,0.0,0.0,400.0
378,ClassD,BasketballPass,56,46,8,0.0,,0.0,0.0,,6,0,0,6,0,108,0,0,0.0,,0,0,0,0,0,108,0,0.0,0.0,108.0
379,ClassD,BasketballPass,all,46,8,23.1,51.0,14.9,27.0,94.0,18,0,5,13,47,1969,26,44,24.3,0.228,2,25,1,704,730,2699,777,401.0,385.0,2298.0
380,ClassD,BasketballPass,0,46,16,27.6,51.2,18.8,33.6,92.2,8,0,5,3,62,1455,25,41,29.6,0.231,0,25,0,711,736,2191,798,413.0,394.0,1778.0
